# rc-step probe=out h=0.000001 steps=4000
t,v
3.1415707853926962e-4,2.6959575071304243e-1
3.1615807903951975e-4,2.7105582889130997e-1
3.1815907953976989e-4,2.7251298837385907e-1
3.2016008004002002e-4,2.7396723499515979e-1
3.2216108054027015e-4,2.7541857457801922e-1
3.2416208104052029e-4,2.7686701293360466e-1
3.2616308154077042e-4,2.7831255586146697e-1
3.2816408204102050e-4,2.7975520914956348e-1
3.3016508254127063e-4,2.8119497857428172e-1
3.3216608304152077e-4,2.8263186990046196e-1
3.3416708354177090e-4,2.8406588888142070e-1
3.3616808404202103e-4,2.8549704125897341e-1
3.3816908454227117e-4,2.8692533276345794e-1
3.4017008504252130e-4,2.8835076911375690e-1
3.4217108554277143e-4,2.8977335601732113e-1
3.4417208604302151e-4,2.9119309917019220e-1
3.4617308654327165e-4,2.9261000425702532e-1
3.4817408704352178e-4,2.9402407695111193e-1
3.5017508754377191e-4,2.9543532291440272e-1
3.5217608804402199e-4,2.9684374779752998e-1
3.5417708854427213e-4,2.9824935723983081e-1
3.5617808904452226e-4,2.9965215686936875e-1
3.5817908954477240e-4,3.0105215230295712e-1
3.6018009004502247e-4,3.0244934914618127e-1
3.6218109054527261e-4,3.0384375299342092e-1
3.6418209104552274e-4,3.0523536942787266e-1
3.6618309154577288e-4,3.0662420402157209e-1
3.6818409204602301e-4,3.0801026233541673e-1
3.7018509254627314e-4,3.0939354991918749e-1
3.7218609304652328e-4,3.1077407231157156e-1
3.7418709354677341e-4,3.1215183504018401e-1
3.7618809404702349e-4,3.1352684362159028e-1
3.7818909454727362e-4,3.1489910356132844e-1
3.8019009504752376e-4,3.1626862035393094e-1
3.8219109554777389e-4,3.1763539948294645e-1
3.8419209604802402e-4,3.1899944642096212e-1
3.8619309654827416e-4,3.2036076662962537e-1
3.8819409704852429e-4,3.2171936555966602e-1
3.9019509754877442e-4,3.2307524865091763e-1
3.9219609804902450e-4,3.2442842133233973e-1
3.9419709854927464e-4,3.2577888902203928e-1
3.9619809904952477e-4,3.2712665712729239e-1
3.9819909954977490e-4,3.2847173104456612e-1
4.0020010005002504e-4,3.2981411615953998e-1
4.0220110055027517e-4,3.3115381784712744e-1
4.0420210105052531e-4,3.3249084147149782e-1
4.0620310155077544e-4,3.3382519238609709e-1
4.0820410205102552e-4,3.3515687593366983e-1
4.1020510255127565e-4,3.3648589744628038e-1
4.1220610305152579e-4,3.3781226224533478e-1
4.1420710355177592e-4,3.3913597564160081e-1
4.1620810405202605e-4,3.4045704293523055e-1
4.1820910455227613e-4,3.4177546941578107e-1
4.2021010505252627e-4,3.4309126036223547e-1
4.2221110555277640e-4,3.4440442104302410e-1
4.2421210605302648e-4,3.4571495671604602e-1
4.2621310655327661e-4,3.4702287262868942e-1
4.2821410705352675e-4,3.4832817401785326e-1
4.3021510755377688e-4,3.4963086610996791e-1
4.3221610805402701e-4,3.5093095412101571e-1
4.3421710855427715e-4,3.5222844325655256e-1
4.3621810905452728e-4,3.5352333871172886e-1
4.3821910955477741e-4,3.5481564567130935e-1
4.4022011005502749e-4,3.5610536930969450e-1
4.4222111055527763e-4,3.5739251479094120e-1
4.4422211105552776e-4,3.5867708726878356e-1
4.4622311155577789e-4,3.5995909188665332e-1
4.4822411205602803e-4,3.6123853377770043e-1
4.5022511255627816e-4,3.6251541806481380e-1
4.5222611305652829e-4,3.6378974986064150e-1
4.5422711355677843e-4,3.6506153426761145e-1
4.5622811405702851e-4,3.6633077637795203e-1
4.5822911455727864e-4,3.6759748127371206e-1
4.6023011505752877e-4,3.6886165402678150e-1
4.6223111555777891e-4,3.7012329969891156e-1
4.6423211605802904e-4,3.7138242334173499e-1
4.6623311655827918e-4,3.7263902999678639e-1
4.6823411705852931e-4,3.7389312469552216e-1
4.7023511755877944e-4,3.7514471245934089e-1
4.7223611805902952e-4,3.7639379829960351e-1
4.7423711855927966e-4,3.7764038721765331e-1
4.7623811905952979e-4,3.7888448420483561e-1
4.7823911955977992e-4,3.8012609424251831e-1
4.8024012006003000e-4,3.8136522230211151e-1
4.8224112056028014e-4,3.8260187334508733e-1
4.8424212106053027e-4,3.8383605232299994e-1
4.8624312156078040e-4,3.8506776417750560e-1
4.8824412206103048e-4,3.8629701384038206e-1
4.9024512256128062e-4,3.8752380623354854e-1
4.9224612306153080e-4,3.8874814626908499e-1
4.9424712356178088e-4,3.8997003884925208e-1
4.9624812406203096e-4,3.9118948886651173e-1
4.9824912456228115e-4,3.9240650120354498e-1
5.0025012506253123e-4,3.9362108073327262e-1
5.0225112556278142e-4,3.9483323231887485e-1
5.0425212606303150e-4,3.9604296081380969e-1
5.0625312656328168e-4,3.9725027106183347e-1
5.0825412706353176e-4,3.9845516789702012e-1
5.1025512756378195e-4,3.9965765614377979e-1
5.1225612806403203e-4,4.0085774061687890e-1
5.1425712856428211e-4,4.0205542612145917e-1
5.1625812906453230e-4,4.0325071745305691e-1
5.1825912956478238e-4,4.0444361939762158e-1
5.2026013006503257e-4,4.0563413673153659e-1
5.2226113056528264e-4,4.0682227422163647e-1
5.2426213106553283e-4,4.0800803662522722e-1
5.2626313156578291e-4,4.0919142869010477e-1
5.2826413206603299e-4,4.1037245515457432e-1
5.3026513256628318e-4,4.1155112074746958e-1
5.3226613306653326e-4,4.1272743018817076e-1
5.3426713356678345e-4,4.1390138818662436e-1
5.3626813406703353e-4,4.1507299944336146e-1
5.3826913456728371e-4,4.1624226864951713e-1
5.4027013506753379e-4,4.1740920048684865e-1
5.4227113556778398e-4,4.1857379962775432e-1
5.4427213606803406e-4,4.1973607073529268e-1
5.4627313656828414e-4,4.2089601846320063e-1
5.4827413706853433e-4,4.2205364745591217e-1
5.5027513756878441e-4,4.2320896234857730e-1
5.5227613806903459e-4,4.2436196776708029e-1
5.5427713856928467e-4,4.2551266832805795e-1
5.5627813906953486e-4,4.2666106863891878e-1
5.5827913956978494e-4,4.2780717329786133e-1
5.6028014007003502e-4,4.2895098689389172e-1
5.6228114057028521e-4,4.3009251400684306e-1
5.6428214107053529e-4,4.3123175920739321e-1
5.6628314157078548e-4,4.3236872705708340e-1
5.6828414207103555e-4,4.3350342210833626e-1
5.7028514257128574e-4,4.3463584890447426e-1
5.7228614307153582e-4,4.3576601197973747e-1
5.7428714357178601e-4,4.3689391585930232e-1
5.7628814407203609e-4,4.3801956505929929e-1
5.7828914457228606e-4,4.3914296408683096e-1
5.8029014507253625e-4,4.4026411743999072e-1
5.8229114557278633e-4,4.4138302960787984e-1
5.8429214607303652e-4,4.4249970507062597e-1
5.8629314657328659e-4,4.4361414829940105e-1
5.8829414707353678e-4,4.4472636375643909e-1
5.9029514757378686e-4,4.4583635589505405e-1
5.9229614807403694e-4,4.4694412915965792e-1
5.9429714857428713e-4,4.4804968798577821e-1
5.9629814907453721e-4,4.4915303680007562e-1
5.9829914957478740e-4,4.5025418002036238e-1
6.0030015007503748e-4,4.5135312205561895e-1
6.0230115057528766e-4,4.5244986730601289e-1
6.0430215107553774e-4,4.5354442016291546e-1
6.0630315157578793e-4,4.5463678500891974e-1
6.0830415207603801e-4,4.5572696621785758e-1
6.1030515257628809e-4,4.5681496815481804e-1
6.1230615307653828e-4,4.5790079517616428e-1
6.1430715357678836e-4,4.5898445162955076e-1
6.1630815407703854e-4,4.6006594185394156e-1
6.1830915457728862e-4,4.6114527017962659e-1
6.2031015507753881e-4,4.6222244092823994e-1
6.2231115557778889e-4,4.6329745841277653e-1
6.2431215607803897e-4,4.6437032693760949e-1
6.2631315657828916e-4,4.6544105079850800e-1
6.2831415707853924e-4,4.6650963428265357e-1
6.3031515757878943e-4,4.6757608166865794e-1
6.3231615807903950e-4,4.6864039722657941e-1
6.3431715857928969e-4,4.6970258521794106e-1
6.3631815907953977e-4,4.7076264989574679e-1
6.3831915957978996e-4,4.7182059550449884e-1
6.4032016008004004e-4,4.7287642628021476e-1
6.4232116058029012e-4,4.7393014645044440e-1
6.4432216108054031e-4,4.7498176023428651e-1
6.4632316158079039e-4,4.7603127184240590e-1
6.4832416208104057e-4,4.7707868547705035e-1
6.5032516258129065e-4,4.7812400533206728e-1
6.5232616308154084e-4,4.7916723559292090e-1
6.5432716358179092e-4,4.8020838043670810e-1
6.5632816408204100e-4,4.8124744403217623e-1
6.5832916458229119e-4,4.8228443053973941e-1
6.6033016508254127e-4,4.8331934411149474e-1
6.6233116558279145e-4,4.8435218889123938e-1
6.6433216608304153e-4,4.8538296901448730e-1
6.6633316658329172e-4,4.8641168860848516e-1
6.6833416708354180e-4,4.8743835179222939e-1
6.7033516758379199e-4,4.8846296267648270e-1
6.7233616808404207e-4,4.8948552536379042e-1
6.7433716858429215e-4,4.9050604394849667e-1
6.7633816908454234e-4,4.9152452251676132e-1
6.7833916958479241e-4,4.9254096514657564e-1
6.8034017008504260e-4,4.9355537590777920e-1
6.8234117058529268e-4,4.9456775886207593e-1
6.8434217108554287e-4,4.9557811806305041e-1
6.8634317158579295e-4,4.9658645755618414e-1
6.8834417208604303e-4,4.9759278137887164e-1
6.9034517258629322e-4,4.9859709356043674e-1
6.9234617308654330e-4,4.9959939812214871e-1
6.9434717358679348e-4,5.0059969907723856e-1
6.9634817408704356e-4,5.0159800043091396e-1
6.9834917458729375e-4,5.0259430618037704e-1
7.0035017508754383e-4,5.0358862031483886e-1
7.0235117558779402e-4,5.0458094681553689e-1
7.0435217608804399e-4,5.0557128965574938e-1
7.0635317658829407e-4,5.0655965280081261e-1
7.0835417708854426e-4,5.0754604020813554e-1
7.1035517758879434e-4,5.0853045582721657e-1
7.1235617808904452e-4,5.0951290359965917e-1
7.1435717858929460e-4,5.1049338745918726e-1
7.1635817908954479e-4,5.1147191133166148e-1
7.1835917958979487e-4,5.1244847913509484e-1
7.2036018009004495e-4,5.1342309477966763e-1
7.2236118059029514e-4,5.1439576216774419e-1
7.2436218109054522e-4,5.1536648519388817e-1
7.2636318159079540e-4,5.1633526774487737e-1
7.2836418209104548e-4,5.1730211369972046e-1
7.3036518259129567e-4,5.1826702692967186e-1
7.3236618309154575e-4,5.1923001129824742e-1
7.3436718359179583e-4,5.2019107066123960e-1
7.3636818409204602e-4,5.2115020886673347e-1
7.3836918459229610e-4,5.2210742975512114e-1
7.4037018509254628e-4,5.2306273715911877e-1
7.4237118559279636e-4,5.2401613490377996e-1
7.4437218609304655e-4,5.2496762680651265e-1
7.4637318659329663e-4,5.2591721667709357e-1
7.4837418709354682e-4,5.2686490831768373e-1
7.5037518759379690e-4,5.2781070552284359e-1
7.5237618809404698e-4,5.2875461207954821e-1
7.5437718859429717e-4,5.2969663176720272e-1
7.5637818909454725e-4,5.3063676835765672e-1
7.5837918959479743e-4,5.3157502561522074e-1
7.6038019009504751e-4,5.3251140729667990e-1
7.6238119059529770e-4,5.3344591715130973e-1
7.6438219109554778e-4,5.3437855892089048e-1
7.6638319159579786e-4,5.3530933633972322e-1
7.6838419209604805e-4,5.3623825313464335e-1
7.7038519259629813e-4,5.3716531302503734e-1
7.7238619309654831e-4,5.3809051972285582e-1
7.7438719359679839e-4,5.3901387693263003e-1
7.7638819409704858e-4,5.3993538835148480e-1
7.7838919459729866e-4,5.4085505766915543e-1
7.8039019509754885e-4,5.4177288856800077e-1
7.8239119559779893e-4,5.4268888472301868e-1
7.8439219609804901e-4,5.4360304980186114e-1
7.8639319659829919e-4,5.4451538746484829e-1
7.8839419709854927e-4,5.4542590136498303e-1
7.9039519759879946e-4,5.4633459514796612e-1
7.9239619809904954e-4,5.4724147245221066e-1
7.9439719859929973e-4,5.4814653690885640e-1
7.9639819909954981e-4,5.4904979214178451e-1
7.9839919959980000e-4,5.4995124176763244e-1
8.0040020010005008e-4,5.5085088939580729e-1
8.0240120060030016e-4,5.5174873862850116e-1
8.0440220110055034e-4,5.5264479306070557e-1
8.0640320160080042e-4,5.5353905628022526e-1
8.0840420210105061e-4,5.5443153186769367e-1
8.1040520260130069e-4,5.5532222339658577e-1
8.1240620310155088e-4,5.5621113443323389e-1
8.1440720360180096e-4,5.5709826853684064e-1
8.1640820410205104e-4,5.5798362925949418e-1
8.1840920460230122e-4,5.5886722014618173e-1
8.2041020510255130e-4,5.5974904473480436e-1
8.2241120560280149e-4,5.6062910655619080e-1
8.2441220610305157e-4,5.6150740913411168e-1
8.2641320660330176e-4,5.6238395598529367e-1
8.2841420710355184e-4,5.6325875061943309e-1
8.3041520760380203e-4,5.6413179653921086e-1
8.3241620810405210e-4,5.6500309724030606e-1
8.3441720860430208e-4,5.6587265621140959e-1
8.3641820910455226e-4,5.6674047693423868e-1
8.3841920960480234e-4,5.6760656288355049e-1
8.4042021010505253e-4,5.6847091752715628e-1
8.4242121060530261e-4,5.6933354432593497e-1
8.4442221110555280e-4,5.7019444673384756e-1
8.4642321160580288e-4,5.7105362819794991e-1
8.4842421210605296e-4,5.7191109215840796e-1
8.5042521260630314e-4,5.7276684204851036e-1
8.5242621310655322e-4,5.7362088129468258e-1
8.5442721360680341e-4,5.7447321331650070e-1
8.5642821410705349e-4,5.7532384152670535e-1
8.5842921460730368e-4,5.7617276933121520e-1
8.6043021510755376e-4,5.7702000012913945e-1
8.6243121560780384e-4,5.7786553731279389e-1
8.6443221610805403e-4,5.7870938426771223e-1
8.6643321660830410e-4,5.7955154437266054e-1
8.6843421710855429e-4,5.8039202099965115e-1
8.7043521760880437e-4,5.8123081751395500e-1
8.7243621810905456e-4,5.8206793727411654e-1
8.7443721860930464e-4,5.8290338363196659e-1
8.7643821910955483e-4,5.8373715993263486e-1
8.7843921960980491e-4,5.8456926951456489e-1
8.8044022011005499e-4,5.8539971570952642e-1
8.8244122061030517e-4,5.8622850184262942e-1
8.8444222111055525e-4,5.8705563123233584e-1
8.8644322161080544e-4,5.8788110719047537e-1
8.8844422211105552e-4,5.8870493302225602e-1
8.9044522261130571e-4,5.8952711202627983e-1
8.9244622311155579e-4,5.9034764749455459e-1
8.9444722361180587e-4,5.9116654271250713e-1
8.9644822411205605e-4,5.9198380095899727e-1
8.9844922461230613e-4,5.9279942550632936e-1
9.0045022511255632e-4,5.9361341962026737e-1
9.0245122561280640e-4,5.9442578656004663e-1
9.0445222611305659e-4,5.9523652957838735e-1
9.0645322661330667e-4,5.9604565192150760e-1
9.0845422711355686e-4,5.9685315682913609e-1
9.1045522761380694e-4,5.9765904753452537e-1
9.1245622811405701e-4,5.9846332726446483e-1
9.1445722861430720e-4,5.9926599923929325e-1
9.1645822911455728e-4,6.0006706667291265e-1
9.1845922961480747e-4,6.0086653277279967e-1
9.2046023011505755e-4,6.0166440074001915e-1
9.2246123061530774e-4,6.0246067376923806e-1
9.2446223111555782e-4,6.0325535504873629e-1
9.2646323161580790e-4,6.0404844776042022e-1
9.2846423211605808e-4,6.0483995507983646e-1
9.3046523261630816e-4,6.0562988017618313e-1
9.3246623311655835e-4,6.0641822621232333e-1
9.3446723361680843e-4,6.0720499634479730e-1
9.3646823411705862e-4,6.0799019372383567e-1
9.3846923461730870e-4,6.0877382149337134e-1
9.4047023511755889e-4,6.0955588279105333e-1
9.4247123561780896e-4,6.1033638074825758e-1
9.4447223611805904e-4,6.1111531849010092e-1
9.4647323661830923e-4,6.1189269913545319e-1
9.4847423711855931e-4,6.1266852579694886e-1
9.5047523761880950e-4,6.1344280158100117e-1
9.5247623811905958e-4,6.1421552958781356e-1
9.5447723861930977e-4,6.1498671291139140e-1
9.5647823911955985e-4,6.1575635463955558e-1
9.5847923961980992e-4,6.1652445785395482e-1
9.6048024012006000e-4,6.1729102563007676e-1
9.6248124062031008e-4,6.1805606103726185e-1
9.6448224112056027e-4,6.1881956713871478e-1
9.6648324162081035e-4,6.1958154699151691e-1
9.6848424212106054e-4,6.2034200364663872e-1
9.7048524262131062e-4,6.2110094014895112e-1
9.7248624312156081e-4,6.2185835953723889e-1
9.7448724362181089e-4,6.2261426484421212e-1
9.7648824412206096e-4,6.2336865909651840e-1
9.7848924462231104e-4,6.2412154531475528e-1
9.8049024512256123e-4,6.2487292651348203e-1
9.8249124562281142e-4,6.2562280570123174e-1
9.8449224612306161e-4,6.2637118588052365e-1
9.8649324662331158e-4,6.2711807004787457e-1
9.8849424712356177e-4,6.2786346119381176e-1
9.9049524762381195e-4,6.2860736230288417e-1
9.9249624812406192e-4,6.2934977635367484e-1
9.9449724862431211e-4,6.3009070631881248e-1
9.9649824912456230e-4,6.3083015516498331e-1
9.9849924962481249e-4,6.3156812585294331e-1
1.0005002501250625e-3,6.3230462133753007e-1
1.0025012506253126e-3,6.3303964456767414e-1
1.0045022511255628e-3,6.3377319848641134e-1
1.0065032516258128e-3,6.3450528603089462e-1
1.0085042521260630e-3,6.3523591013240543e-1
1.0105052526263132e-3,6.3596507371636513e-1
1.0125062531265634e-3,6.3669277970234772e-1
1.0145072536268133e-3,6.3741903100409048e-1
1.0165082541270635e-3,6.3814383052950685e-1
1.0185092546273137e-3,6.3886718118069674e-1
1.0205102551275639e-3,6.3958908585395902e-1
1.0225112556278139e-3,6.4030954743980295e-1
1.0245122561280641e-3,6.4102856882295933e-1
1.0265132566283143e-3,6.4174615288239245e-1
1.0285142571285642e-3,6.4246230249131164e-1
1.0305152576288144e-3,6.4317702051718295e-1
1.0325162581290646e-3,6.4389030982174011e-1
1.0345172586293148e-3,6.4460217326099611e-1
1.0365182591295648e-3,6.4531261368525528e-1
1.0385192596298149e-3,6.4602163393912337e-1
1.0405202601300651e-3,6.4672923686152073e-1
1.0425212606303151e-3,6.4743542528569176e-1
1.0445222611305653e-3,6.4814020203921829e-1
1.0465232616308155e-3,6.4884356994402848e-1
1.0485242621310657e-3,6.4954553181641073e-1
1.0505252626313156e-3,6.5024609046702275e-1
1.0525262631315658e-3,6.5094524870090464e-1
1.0545272636318160e-3,6.5164300931748831e-1
1.0565282641320660e-3,6.5233937511060991e-1
1.0585292646323162e-3,6.5303434886852108e-1
1.0605302651325664e-3,6.5372793337389945e-1
1.0625312656328165e-3,6.5442013140386024e-1
1.0645322661330665e-3,6.5511094572996686e-1
1.0665332666333167e-3,6.5580037911824274e-1
1.0685342671335669e-3,6.5648843432918191e-1
1.0705352676338169e-3,6.5717511411776031e-1
1.0725362681340671e-3,6.5786042123344624e-1
1.0745372686343172e-3,6.5854435842021264e-1
1.0765382691345674e-3,6.5922692841654595e-1
1.0785392696348174e-3,6.5990813395545977e-1
1.0805402701350676e-3,6.6058797776450340e-1
1.0825412706353178e-3,6.6126646256577426e-1
1.0845422711355680e-3,6.6194359107592859e-1
1.0865432716358179e-3,6.6261936600619120e-1
1.0885442721360681e-3,6.6329379006236788e-1
1.0905452726363183e-3,6.6396686594485499e-1
1.0925462731365683e-3,6.6463859634865141e-1
1.0945472736368185e-3,6.6530898396336824e-1
1.0965482741370687e-3,6.6597803147324031e-1
1.0985492746373188e-3,6.6664574155713630e-1
1.1005502751375688e-3,6.6731211688856940e-1
1.1025512756378190e-3,6.6797716013571029e-1
1.1045522761380692e-3,6.6864087396139449e-1
1.1065532766383192e-3,6.6930326102313453e-1
1.1085542771385693e-3,6.6996432397313121e-1
1.1105552776388195e-3,6.7062406545828324e-1
1.1125562781390697e-3,6.7128248812019797e-1
1.1145572786393197e-3,6.7193959459520225e-1
1.1165582791395699e-3,6.7259538751435388e-1
1.1185592796398201e-3,6.7324986950344989e-1
1.1205602801400700e-3,6.7390304318303862e-1
1.1225612806403202e-3,6.7455491116843047e-1
1.1245622811405704e-3,6.7520547606970749e-1
1.1265632816408206e-3,6.7585474049173389e-1
1.1285642821410706e-3,6.7650270703416715e-1
1.1305652826413208e-3,6.7714937829146860e-1
1.1325662831415710e-3,6.7779475685291168e-1
1.1345672836418209e-3,6.7843884530259524e-1
1.1365682841420711e-3,6.7908164621945222e-1
1.1385692846423213e-3,6.7972316217725970e-1
1.1405702851425715e-3,6.8036339574465043e-1
1.1425712856428215e-3,6.8100234948512239e-1
1.1445722861430716e-3,6.8164002595704898e-1
1.1465732866433218e-3,6.8227642771368935e-1
1.1485742871435720e-3,6.8291155730319875e-1
1.1505752876438220e-3,6.8354541726863838e-1
1.1525762881440722e-3,6.8417801014798663e-1
1.1545772886443221e-3,6.8480933847414760e-1
1.1565782891445721e-3,6.8543940477496279e-1
1.1585792896448223e-3,6.8606821157322062e-1
1.1605802901450725e-3,6.8669576138666544e-1
